# Blinking sequence for the LEDs

BODY/1 LIGHT/1 LED/8 VELOCITY/2 SOUND/1
                     
1	0	1 0 0 0 0 0 0 0		0.7 -0.7		2
0	1	0 1 0 0 0 0 0 0		0.7 -0.7		0
1	0	0 0 1 0 0 0 0 0		0.7 -0.7		2
0	1	0 0 0 1 0 0 0 0		0.7 -0.7		0
1	0	0 0 0 0 1 0 0 0		0.7 -0.7		2
0	1	0 0 0 0 0 1 0 0		0.7 -0.7		0
1	0	0 0 0 0 0 0 1 0		0.7 -0.7		1
0	1	0 0 0 0 0 0 0 1		0.7 -0.7		0
1	0	1 0 0 0 0 0 0 0		0.7 -0.7		2
0	1	0 1 0 0 0 0 0 0		0.7 -0.7		0
1	0	0 0 1 0 0 0 0 0		0.7 -0.7		2
0	1	0 0 0 1 0 0 0 0		0.7 -0.7		0
1	0	0 0 0 0 1 0 0 0		0.7 -0.7		2
0	1	0 0 0 0 0 1 0 0		0.7 -0.7		0
1	0	0 0 0 0 0 0 1 0		0.7 -0.7		1
0	1	0 0 0 0 0 0 0 1		0.7 -0.7		0
1	0	1 0 0 0 0 0 0 0		0.7 -0.7		2
0	1	0 1 0 0 0 0 0 0		0.7 -0.7		0
1	0	0 0 1 0 0 0 0 0		0.7 -0.7		2
0	1	0 0 0 1 0 0 0 0		0.7 -0.7		0
1	0	0 0 0 0 1 0 0 0		0.7 -0.7		2
0	1	0 0 0 0 0 1 0 0		0.7 -0.7		0
1	0	0 0 0 0 0 0 1 0		0.7 -0.7		1
0	1	0 0 0 0 0 0 0 1		0.7 -0.7		0
1	0	1 0 0 0 0 0 0 0		0.7 -0.7		2
0	1	0 1 0 0 0 0 0 0		0.7 -0.7		0
1	0	0 0 1 0 0 0 0 0		0.7 -0.7		2
0	1	0 0 0 1 0 0 0 0		0.7 -0.7		0
1	0	0 0 0 0 1 0 0 0		0.7 -0.7		2
0	1	0 0 0 0 0 1 0 0		0.7 -0.7		0
1	0	0 0 0 0 0 0 1 0		0.7 -0.7		1
0	1	0 0 0 0 0 0 0 1		0.7 -0.7		0
1	0	1 0 0 0 0 0 0 0		0.7 -0.7		2
0	1	0 1 0 0 0 0 0 0		0.7 -0.7		0
1	0	0 0 1 0 0 0 0 0		0.7 -0.7		2
0	1	0 0 0 1 0 0 0 0		0.7 -0.7		0
1	0	0 0 0 0 1 0 0 0		0.7 -0.7		2
0	1	0 0 0 0 0 1 0 0		0.7 -0.7		0
1	0	0 0 0 0 0 0 1 0		0.7 -0.7		1
0	1	0 0 0 0 0 0 0 1		0.7 -0.7		0
1	0	1 0 0 0 0 0 0 0		0.7 -0.7		2
0	1	0 1 0 0 0 0 0 0		0.7 -0.7		0
1	0	0 0 1 0 0 0 0 0		0.7 -0.7		2
0	1	0 0 0 1 0 0 0 0		0.7 -0.7		0
1	0	0 0 0 0 1 0 0 0		0.7 -0.7		2
0	1	0 0 0 0 0 1 0 0		0.7 -0.7		0
1	0	0 0 0 0 0 0 1 0		0.7 -0.7		1
0	1	0 0 0 0 0 0 0 1		0.7 -0.7		0
1	0	1 0 0 0 0 0 0 0		0.7 -0.7		2
0	1	0 1 0 0 0 0 0 0		0.7 -0.7		0
1	0	0 0 1 0 0 0 0 0		0.7 -0.7		2
0	1	0 0 0 1 0 0 0 0		0.7 -0.7		0
1	0	0 0 0 0 1 0 0 0		0.7 -0.7		2
0	1	0 0 0 0 0 1 0 0		0.7 -0.7		0
1	0	0 0 0 0 0 0 1 0		0.7 -0.7		1
0	1	0 0 0 0 0 0 0 1		0.7 -0.7		0
1	0	1 0 0 0 0 0 0 0		0.7 -0.7		2
0	1	0 1 0 0 0 0 0 0		0.7 -0.7		0
1	0	0 0 1 0 0 0 0 0		0.7 -0.7		2
0	1	0 0 0 1 0 0 0 0		0.7 -0.7		0
1	0	0 0 0 0 1 0 0 0		0.7 -0.7		2
0	1	0 0 0 0 0 1 0 0		0.7 -0.7		0
1	0	0 0 0 0 0 0 1 0		0.7 -0.7		1
0	1	0 0 0 0 0 0 0 1		0.7 -0.7		0
1	0	1 0 0 0 0 0 0 0		0.7 -0.7		2
0	1	0 1 0 0 0 0 0 0		0.7 -0.7		0
1	0	0 0 1 0 0 0 0 0		0.7 -0.7		2
0	1	0 0 0 1 0 0 0 0		0.7 -0.7		0
1	0	0 0 0 0 1 0 0 0		0.7 -0.7		2
0	1	0 0 0 0 0 1 0 0		0.7 -0.7		0
1	0	0 0 0 0 0 0 1 0		0.7 -0.7		1
0	1	0 0 0 0 0 0 0 1		0.7 -0.7		0
1	0	1 0 0 0 0 0 0 0		0.7 -0.7		2
0	1	0 1 0 0 0 0 0 0		0.7 -0.7		0
1	0	0 0 1 0 0 0 0 0		0.7 -0.7		2
0	1	0 0 0 1 0 0 0 0		0.7 -0.7		0
1	0	0 0 0 0 1 0 0 0		0.7 -0.7		2
0	1	0 0 0 0 0 1 0 0		0.7 -0.7		0
1	0	0 0 0 0 0 0 1 0		0.7 -0.7		1
0	1	0 0 0 0 0 0 0 1		0.7 -0.7		0
1	0	1 0 0 0 0 0 0 0		0.7 -0.7		2
0	1	0 1 0 0 0 0 0 0		0.7 -0.7		0
1	0	0 0 1 0 0 0 0 0		0.7 -0.7		2
0	1	0 0 0 1 0 0 0 0		0.7 -0.7		0
1	0	0 0 0 0 1 0 0 0		0.7 -0.7		2
0	1	0 0 0 0 0 1 0 0		0.7 -0.7		0
1	0	0 0 0 0 0 0 1 0		0.7 -0.7		1
0	1	0 0 0 0 0 0 0 1		0.7 -0.7		0
1	0	1 0 0 0 0 0 0 0		0.7 -0.7		2
0	1	0 1 0 0 0 0 0 0		0.7 -0.7		0
1	0	0 0 1 0 0 0 0 0		0.7 -0.7		2
0	1	0 0 0 1 0 0 0 0		0.7 -0.7		0
1	0	0 0 0 0 1 0 0 0		0.7 -0.7		2
0	1	0 0 0 0 0 1 0 0		0.7 -0.7		0
1	0	0 0 0 0 0 0 1 0		0.7 -0.7		1
0	1	0 0 0 0 0 0 0 1		0.7 -0.7		0
1	0	1 0 0 0 0 0 0 0		0.7 -0.7		2
0	1	0 1 0 0 0 0 0 0		0.7 -0.7		0
1	0	0 0 1 0 0 0 0 0		0.7 -0.7		2
0	1	0 0 0 1 0 0 0 0		0.7 -0.7		0
1	0	0 0 0 0 1 0 0 0		0.7 -0.7		2
0	1	0 0 0 0 0 1 0 0		0.7 -0.7		0
1	0	0 0 0 0 0 0 1 0		0.7 -0.7		1
0	1	0 0 0 0 0 0 0 1		0.7 -0.7		0
1	0	1 0 0 0 0 0 0 0		0.7 -0.7		2
0	1	0 1 0 0 0 0 0 0		0.7 -0.7		0
1	0	0 0 1 0 0 0 0 0		0.7 -0.7		2
0	1	0 0 0 1 0 0 0 0		0.7 -0.7		0
1	0	0 0 0 0 1 0 0 0		0.7 -0.7		2
0	1	0 0 0 0 0 1 0 0		0.7 -0.7		0
1	0	0 0 0 0 0 0 1 0		0.7 -0.7		1
0	1	0 0 0 0 0 0 0 1		0.7 -0.7		0
1	0	1 0 0 0 0 0 0 0		0.7 -0.7		2
0	1	0 1 0 0 0 0 0 0		0.7 -0.7		0
1	0	0 0 1 0 0 0 0 0		0.7 -0.7		2
0	1	0 0 0 1 0 0 0 0		0.7 -0.7		0
1	0	0 0 0 0 1 0 0 0		0.7 -0.7		2
0	1	0 0 0 0 0 1 0 0		0.7 -0.7		0
1	0	0 0 0 0 0 0 1 0		0.7 -0.7		1
0	1	0 0 0 0 0 0 0 1		0.7 -0.7		0
1	0	1 0 0 0 0 0 0 0		0.7 -0.7		2
0	1	0 1 0 0 0 0 0 0		0.7 -0.7		0
1	0	0 0 1 0 0 0 0 0		0.7 -0.7		2
0	1	0 0 0 1 0 0 0 0		0.7 -0.7		0
1	0	0 0 0 0 1 0 0 0		0.7 -0.7		2
0	1	0 0 0 0 0 1 0 0		0.7 -0.7		0
1	0	0 0 0 0 0 0 1 0		0.7 -0.7		1
0	1	0 0 0 0 0 0 0 1		0.7 -0.7		0
1	0	1 0 0 0 0 0 0 0		0.7 -0.7		2
