T/1	Mean/1	Variance/1	Movement/20																				
42	-7.2426	26.7132	-2.1466	-2.1466	-2.1466	-2.1466	-2.1466	-2.1466	-2.1466	-2.1466	-4.7010	-5.8432	-7.0275	-7.0275	-7.0275	-7.0275	-7.0275	-7.0275	-4.5455	-5.7298	-5.7298	-5.2415	
63	-6.5215	5.6439	-6.3090	-5.1247	-5.1247	-8.4033	-3.9046	-4.4977	-6.8657	-6.8657	-6.8657	-4.8511	-6.0453	-6.0453	-6.0453	-1.6617	-5.2715	-5.2715	-1.0682	-5.9602	-5.9602	2.0371	
84	5.9897	33.5142	-1.6660	-1.6660	-1.6660	-1.6660	-1.6660	-1.6660	-1.6660	-1.6660	-1.6660	-1.6660	-1.6660	1.2859	-1.1630	14.7352	-0.8051	-0.8051	-0.8051	-0.8051	-0.8051	-0.8051	
105	6.8237	34.4732	-2.9455	-2.9455	-2.9455	-2.9455	7.0349	3.4551	3.4551	3.4551	3.4551	3.4551	3.4551	3.4551	3.4551	3.4551	3.4551	3.4551	3.4551	7.6649	2.8143	10.5816	
126	0.9876	2.8319	3.4850	3.4850	3.4850	8.5012	3.6506	9.7457	2.4836	2.4836	2.4836	4.6053	-0.1647	-0.1647	-0.1647	-0.1647	-0.1647	-0.1647	-0.1647	-0.1647	-2.2227	-6.9147	
147	2.5007	4.1463	-5.6717	-6.8462	-4.1931	-6.5416	-5.5513	-5.5513	-5.5513	-5.5513	-5.5513	-5.5513	-5.5513	2.5126	2.0915	3.3485	3.3485	3.3485	3.3485	3.3485	3.3485	-3.4345	
168	1.1133	19.6806	0.1662	0.1662	0.1662	0.1662	-16.6951	-7.3509	-18.7446	-10.7525	-10.7525	-10.7525	-10.7525	-10.7525	-10.7525	-12.6559	-16.0388	-16.0388	-16.0388	-16.0388	-16.0388	-16.0388	
189	0.8377	16.6952	-16.0388	-16.0388	-16.0388	-16.0388	-16.0388	-16.0388	-8.4142	-12.3910	-6.9922	-9.7469	-9.7469	-9.7469	-9.7469	5.7687	-6.1875	-6.1875	-6.1875	-6.1875	-6.1875	-6.1875	
210	2.1774	1.4921	-6.1875	-6.1875	12.1159	9.2505	-6.2667	-6.2667	6.6495	-7.4951	-7.4951	12.4728	-4.7370	-4.7370	-4.7370	-4.7370	-4.7370	-4.7370	-4.7370	-4.7370	-4.7370	-4.7370	
231	4.4765	0.4399	4.6465	3.4669	-4.2913	-4.2913	-4.2913	-4.2913	-4.2913	-4.2913	-4.2913	-4.2913	-4.2913	-4.2913	-4.2913	-4.2913	-4.2913	-4.2913	-4.2913	-4.2913	-4.2913	-4.2913	
252	7.1523	1.6370	-4.2913	-4.2913	-4.2913	-4.2913	-4.2913	-4.2913	-4.2913	-4.2913	-4.2913	-4.2913	-4.2913	8.1713	-6.1124	-6.1124	-6.1124	-6.1124	-6.1124	-6.1124	-6.1124	-6.1124	
273	7.4222	0.6630	-6.1124	-6.1124	-6.1124	-6.1124	-6.1124	6.2180	-5.0399	-5.0399	-5.0399	-5.0399	-5.0399	-5.0399	-5.0399	-5.0399	5.9195	-2.8112	-2.8112	-2.8112	-2.8112	-2.8112	
294	9.5521	1.4731	-2.8112	-2.8112	-2.8112	-2.8112	1.6776	-5.6090	-5.6090	-5.6090	0.5626	-0.1176	-4.5903	-4.5903	-4.5903	-4.5903	-4.5903	1.8950	-4.0625	-4.0625	-0.1538	-3.2012	
