T/1	Light:0	Pupil:0	Pupil:1	Pupil:2	
605	0.7900	0.0000	0.0000	2.0000	
606	0.7900	0.0000	0.0000	2.0000	
607	0.7900	0.0000	0.0000	2.0000	
608	0.7900	0.0000	0.0000	2.0000	
609	0.7900	0.0000	0.0000	2.0000	
610	0.7900	0.0000	0.0000	2.0000	
611	0.7900	0.0000	0.0000	2.0000	
612	0.7900	0.0000	0.0000	2.0000	
613	0.7900	0.0000	0.0000	2.0000	
614	0.7900	0.0000	0.0000	2.0000	
615	0.7900	0.0000	0.0000	2.0000	
616	0.7900	0.0000	0.0000	2.0000	
617	0.7900	0.0000	0.0000	2.0000	
618	0.7900	0.0000	0.0000	2.0000	
619	0.7900	0.0000	0.0000	2.0000	
620	0.7900	0.0000	0.0000	2.0000	
621	0.7900	0.0000	0.0000	2.0000	
622	0.7900	0.0000	0.0000	2.0000	
623	0.7900	0.0000	0.0000	2.0000	
624	0.7900	0.0000	0.0000	2.0000	
625	0.7900	0.0000	0.0000	2.0000	
626	0.4100	0.0000	0.0000	2.0000	
627	0.4100	0.0000	0.0000	2.0000	
628	0.4100	0.0000	0.0000	2.0000	
629	0.4100	0.0000	0.0000	2.0000	
630	0.4100	0.0000	0.0000	2.0000	
631	0.4100	0.0000	0.0000	2.0000	
632	0.4100	0.0000	0.0000	2.0000	
633	0.4100	0.0000	0.0000	2.0000	
634	0.4100	0.0000	0.0000	2.0000	
635	0.4100	0.0000	0.0000	2.0000	
636	0.4100	0.0000	0.0000	2.0000	
637	0.4100	0.0000	0.0000	2.0000	
638	0.4100	0.0000	0.0000	2.0000	
639	0.4100	0.0000	0.0000	2.0000	
640	0.4100	0.0000	0.0000	2.0000	
641	0.4100	0.0000	0.0000	2.0000	
642	0.4100	0.0000	0.0000	2.0000	
643	0.4100	0.0000	0.0000	2.0000	
644	0.4100	0.0000	0.0000	2.0000	
645	0.4100	0.0000	0.0000	2.0000	
646	0.4100	0.0000	0.0000	2.0000	
647	0.4100	0.0000	0.0000	2.0000	
648	0.4100	0.0000	0.0000	2.0000	
649	0.4100	0.0000	0.0000	2.0000	
650	0.4100	0.0000	0.0000	2.0000	
651	0.4100	0.0000	0.0000	2.0000	
652	0.4100	0.0000	0.0000	2.0000	
653	0.4100	0.0000	0.0000	2.0000	
654	0.4100	0.0000	0.0000	2.0000	
655	0.4100	0.0000	0.0000	2.0000	
656	0.4100	0.0000	0.0000	2.0000	
657	0.4100	0.0000	0.0000	2.0000	
658	0.4100	0.0000	0.0000	2.0000	
659	0.4100	0.0000	0.0000	2.0000	
660	0.4100	0.0000	0.0000	2.0000	
661	0.4100	0.0000	0.0000	2.0000	
662	0.4100	0.0000	0.0000	2.0000	
663	0.4100	0.0000	0.0000	2.0000	
664	0.4100	0.0000	0.0000	2.0000	
665	0.4100	0.0000	0.0000	2.0000	
666	0.4100	0.0000	0.0000	2.0000	
667	0.4100	0.0000	0.0000	2.0000	
668	0.4100	0.0000	0.0000	2.0000	
669	0.4100	0.0000	0.0000	2.0000	
670	0.4100	0.0000	0.0000	2.0000	
671	0.4100	0.0000	0.0000	2.0000	
672	0.4100	0.0000	0.0000	2.0000	
673	0.4100	0.0000	0.0000	2.0000	
674	0.4100	0.0000	0.0000	2.0000	
675	0.4100	0.0000	0.0000	2.0000	
676	0.4100	0.0000	0.0000	2.0000	
677	0.4100	0.0000	0.0000	2.0000	
678	0.4100	0.0000	0.0000	2.0000	
679	0.4100	0.0000	0.0000	2.0000	
680	0.4100	0.0000	0.0000	2.0000	
681	0.4100	0.0000	0.0000	2.0000	
682	0.4100	0.0000	0.0000	2.0000	
683	0.4100	0.0000	0.0000	2.0000	
684	0.4100	0.0000	0.0000	2.0000	
685	0.4100	0.0000	0.0000	2.0000	
686	0.4100	0.0000	0.0000	2.0000	
687	0.4100	0.0000	0.0000	2.0000	
688	0.4100	0.0000	0.0000	2.0000	
689	0.4100	0.0000	0.0000	2.0000	
690	0.4100	0.0000	0.0000	2.0000	
691	0.4100	0.0000	0.0000	2.0000	
692	0.4100	0.0000	0.0000	2.0000	
693	0.4100	0.0000	0.0000	2.0000	
694	0.4100	0.0000	0.0000	2.0000	
695	0.4100	0.0000	0.0000	2.0000	
696	0.4100	0.0000	0.0000	2.0000	
697	0.4100	0.0000	0.0000	2.0000	
698	0.4100	0.0000	0.0000	2.0000	
699	0.4100	0.0000	0.0000	2.0000	
700	0.4100	0.0000	0.0000	2.0000	
701	0.4100	0.0000	0.0000	2.0000	
702	0.4100	0.0000	0.0000	2.0000	
703	0.4100	0.0000	0.0000	2.0000	
704	0.4100	0.0000	0.0000	2.0000	
705	0.4100	0.0000	0.0000	2.0000	
706	0.4100	0.0000	0.0000	2.0000	
707	0.4100	0.0000	0.0000	2.0000	
708	0.4100	0.0000	0.0000	2.0000	
709	0.4100	0.0000	0.0000	2.0000	
710	0.4100	0.0000	0.0000	2.0000	
711	0.4100	0.0000	0.0000	2.0000	
712	0.4100	0.0000	0.0000	2.0000	
713	0.4100	0.0000	0.0000	2.0000	
714	0.4100	0.0000	0.0000	2.0000	
715	0.4100	0.0000	0.0000	2.0000	
716	0.4100	0.0000	0.0000	2.0000	
717	0.4100	0.0000	0.0000	2.0000	
718	0.4100	0.0000	0.0000	2.0000	
719	0.4100	0.0000	0.0000	2.0000	
720	0.4100	0.0000	0.0000	2.0000	
721	0.4100	0.0000	0.0000	2.0000	
722	0.4100	0.0000	0.0000	2.0000	
723	0.4100	0.0000	0.0000	2.0000	
724	0.4100	0.0000	0.0000	2.0000	
725	0.4100	0.0000	0.0000	2.0000	
726	0.4100	0.0000	0.0000	2.0000	
727	0.4100	0.0000	0.0000	2.0000	
728	0.4100	0.0000	0.0000	2.0000	
729	0.4100	0.0000	0.0000	2.0000	
730	0.4100	0.0000	0.0000	2.0000	
731	0.4100	0.0000	0.0000	2.0000	
732	0.4100	0.0000	0.0000	2.0000	
733	0.4100	0.0000	0.0000	2.0000	
734	0.4100	0.0000	0.0000	2.0000	
735	0.4100	0.0000	0.0000	2.0000	
736	0.4100	0.0000	0.0000	2.0000	
737	0.4100	0.0000	0.0000	2.0000	
738	0.4100	0.0000	0.0000	2.0000	
739	0.4100	0.0000	0.0000	2.0000	
740	0.4100	0.0000	0.0000	2.0000	
741	0.4100	0.0000	0.0000	2.0000	
742	0.4100	0.0000	0.0000	2.0000	
743	0.4100	0.0000	0.0000	2.0000	
744	0.4100	0.0000	0.0000	2.0000	
745	0.4100	0.0000	0.0000	2.0000	
746	0.4100	0.0000	0.0000	2.0000	
747	0.4100	0.0000	0.0000	2.0000	
748	0.4100	0.0000	0.0000	2.0000	
749	0.4100	0.0000	0.0000	2.0000	
750	0.4100	0.0000	0.0000	2.0000	
751	0.4100	0.0000	0.0000	2.0000	
752	0.4100	0.0000	0.0000	2.0000	
753	0.4100	0.0000	0.0000	2.0000	
754	0.4100	0.0000	0.0000	2.0000	
755	0.4100	0.0000	0.0000	2.0000	
756	0.4100	0.0000	0.0000	2.0000	
757	0.4100	0.0000	0.0000	2.0000	
758	0.4100	0.0000	0.0000	2.0000	
759	0.4100	0.0000	0.0000	2.0000	
760	0.4100	0.0000	0.0000	2.0000	
761	0.4100	0.0000	0.0000	2.0000	
762	0.4100	0.0000	0.0000	2.0000	
763	0.4100	0.0000	0.0000	2.0000	
764	0.4100	0.0000	0.0000	2.0000	
765	0.4100	0.0000	0.0000	2.0000	
766	0.4100	0.0000	0.0000	2.0000	
767	0.4100	0.0000	0.0000	2.0000	
768	0.4100	0.0000	0.0000	2.0000	
769	0.4100	0.0000	0.0000	2.0000	
770	0.4100	0.0000	0.0000	2.0000	
771	0.4100	0.0000	0.0000	2.0000	
772	0.4100	0.0000	0.0000	2.0000	
773	0.4100	0.0000	0.0000	2.0000	
774	0.4100	0.0000	0.0000	2.0000	
775	0.4100	0.0000	0.0000	2.0000	
776	0.4100	0.0000	0.0000	2.0000	
777	0.4100	0.0000	0.0000	2.0000	
778	0.4100	0.0000	0.0000	2.0000	
779	0.4100	0.0000	0.0000	2.0000	
780	0.4100	0.0000	0.0000	2.0000	
781	0.4100	0.0000	0.0000	2.0000	
782	0.4100	0.0000	0.0000	2.0000	
783	0.4100	0.0000	0.0000	2.0000	
784	0.4100	0.0000	0.0000	2.0000	
785	0.4100	0.0000	0.0000	2.0000	
786	0.4100	0.0000	0.0000	2.0000	
787	0.4100	0.0000	0.0000	2.0000	
788	0.4100	0.0000	0.0000	2.0000	
789	0.4100	0.0000	0.0000	2.0000	
790	0.4100	0.0000	0.0000	2.0000	
791	0.4100	0.0000	0.0000	2.0000	
792	0.4100	0.0000	0.0000	2.0000	
793	0.4100	0.0000	0.0000	2.0000	
794	0.4100	0.0000	0.0000	2.0000	
795	0.4100	0.0000	0.0000	2.0000	
796	0.4100	0.0000	0.0000	2.0000	
797	0.4100	0.0000	0.0000	2.0000	
798	0.4100	0.0000	0.0000	2.0000	
799	0.4100	0.0000	0.0000	2.0000	
800	0.4100	0.0000	0.0000	2.0000	
801	0.4100	0.0000	0.0000	2.0000	
802	0.4100	0.0000	0.0000	2.0000	
803	0.4100	0.0000	0.0000	2.0000	
804	0.4100	0.0000	0.0000	2.0000	
805	0.4100	0.0000	0.0000	2.0000	
806	0.4100	0.0000	0.0000	2.0000	
807	0.4100	0.0000	0.0000	2.0000	
808	0.4100	0.0000	0.0000	2.0000	
809	0.4100	0.0000	0.0000	2.0000	
810	0.4100	0.0000	0.0000	2.0000	
811	0.4100	0.0000	0.0000	2.0000	
812	0.4100	0.0000	0.0000	2.0000	
813	0.4100	0.0000	0.0000	2.0000	
814	0.4100	0.0000	0.0000	2.0000	
815	0.4100	0.0000	0.0000	2.0000	
816	0.4100	0.0000	0.0000	2.0000	
817	0.4100	0.0000	0.0000	2.0000	
818	0.4100	0.0000	0.0000	2.0000	
819	0.4100	0.0000	0.0000	2.0000	
820	0.4100	0.0000	0.0000	2.0000	
821	0.4100	0.0000	0.0000	2.0000	
822	0.4100	0.0000	0.0000	2.0000	
823	0.4100	0.0000	0.0000	2.0000	
824	0.4100	0.0000	0.0000	2.0000	
825	0.4100	0.0000	0.0000	2.0000	
826	0.4100	0.0000	0.0000	2.0000	
827	0.4100	0.0000	0.0000	2.0000	
828	0.4100	0.0000	0.0000	2.0000	
829	0.4100	0.0000	0.0000	2.0000	
830	0.4100	0.0000	0.0000	2.0000	
831	0.4100	0.0000	0.0000	2.0000	
832	0.4100	0.0000	0.0000	2.0000	
833	0.4100	0.0000	0.0000	2.0000	
834	0.4100	0.0000	0.0000	2.0000	
835	0.4100	0.0000	0.0000	2.0000	
836	0.4100	0.0000	0.0000	2.0000	
837	0.4100	0.0000	0.0000	2.0000	
838	0.4100	0.0000	0.0000	2.0000	
839	0.4100	0.0000	0.0000	2.0000	
840	0.4100	0.0000	0.0000	2.0000	
841	0.4100	0.0000	0.0000	2.0000	
842	0.4100	0.0000	0.0000	2.0000	
843	0.4100	0.0000	0.0000	2.0000	
844	0.4100	0.0000	0.0000	2.0000	
845	0.4100	0.0000	0.0000	2.0000	
846	0.4100	0.0000	0.0000	2.0000	
847	0.4100	0.0000	0.0000	2.0000	
848	0.4100	0.0000	0.0000	2.0000	
849	0.4100	0.0000	0.0000	2.0000	
850	0.4100	0.0000	0.0000	2.0000	
851	0.4100	0.0000	0.0000	2.0000	
852	0.4100	0.0000	0.0000	2.0000	
853	0.4100	0.0000	0.0000	2.0000	
854	0.4100	0.0000	0.0000	2.0000	
855	0.4100	0.0000	0.0000	2.0000	
856	0.4100	0.0000	0.0000	2.0000	
857	0.4100	0.0000	0.0000	2.0000	
858	0.4100	0.0000	0.0000	2.0000	
859	0.4100	0.0000	0.0000	2.0000	
860	0.4100	0.0000	0.0000	2.0000	
861	0.4100	0.0000	0.0000	2.0000	
862	0.4100	0.0000	0.0000	2.0000	
863	0.4100	0.0000	0.0000	2.0000	
864	0.4100	0.0000	0.0000	2.0000	
865	0.4100	0.0000	0.0000	2.0000	
866	0.4100	0.0000	0.0000	2.0000	
867	0.4100	0.0000	0.0000	2.0000	
868	0.4100	0.0000	0.0000	2.0000	
869	0.4100	0.0000	0.0000	2.0000	
870	0.4100	0.0000	0.0000	2.0000	
871	0.4100	0.0000	0.0000	2.0000	
872	0.4100	0.0000	0.0000	2.0000	
873	0.4100	0.0000	0.0000	2.0000	
874	0.4100	0.0000	0.0000	2.0000	
875	0.4100	0.0000	0.0000	2.0000	
876	0.4100	0.0000	0.0000	2.0000	
877	0.4100	0.0000	0.0000	2.0000	
878	0.4100	0.0000	0.0000	2.0000	
879	0.4100	0.0000	0.0000	2.0000	
880	0.4100	0.0000	0.0000	2.0000	
881	0.4100	0.0000	0.0000	2.0000	
882	0.4100	0.0000	0.0000	2.0000	
883	0.4100	0.0000	0.0000	2.0000	
884	0.4100	0.0000	0.0000	2.0000	
885	0.4100	0.0000	0.0000	2.0000	
886	0.4100	0.0000	0.0000	2.0000	
887	0.4100	0.0000	0.0000	2.0000	
888	0.4100	0.0000	0.0000	2.0000	
889	0.4100	0.0000	0.0000	2.0000	
890	0.4100	0.0000	0.0000	2.0000	
891	0.4100	0.0000	0.0000	2.0000	
892	0.4100	0.0000	0.0000	2.0000	
893	0.4100	0.0000	0.0000	2.0000	
894	0.4100	0.0000	0.0000	2.0000	
895	0.4100	0.0000	0.0000	2.0000	
896	0.4100	0.0000	0.0000	2.0000	
897	0.4100	0.0000	0.0000	2.0000	
898	0.4100	0.0000	0.0000	2.0000	
899	0.4100	0.0000	0.0000	2.0000	
900	0.4100	0.0000	0.0000	2.0000	
901	0.4100	0.0000	0.0000	2.0000	
902	0.4100	0.0000	0.0000	2.0000	
903	0.4100	0.0000	0.0000	2.0000	
904	0.4100	0.0000	0.0000	2.0000	
905	0.4100	0.0000	0.0000	2.0000	
906	0.4100	0.0000	0.0000	2.0000	
907	0.4100	0.0000	0.0000	2.0000	
908	0.4100	0.0000	0.0000	2.0000	
909	0.4100	0.0000	0.0000	2.0000	
910	0.4100	0.0000	0.0000	2.0000	
911	0.4100	0.0000	0.0000	2.0000	
912	0.4100	0.0000	0.0000	2.0000	
913	0.4100	0.0000	0.0000	2.0000	
914	0.4100	0.0000	0.0000	2.0000	
915	0.4100	0.0000	0.0000	2.0000	
916	0.4100	0.0000	0.0000	2.0000	
917	0.4100	0.0000	0.0000	2.0000	
918	0.4100	0.0000	0.0000	2.0000	
919	0.4100	0.0000	0.0000	2.0000	
920	0.4100	0.0000	0.0000	2.0000	
921	0.4100	0.0000	0.0000	2.0000	
922	0.4100	0.0000	0.0000	2.0000	
923	0.4100	0.0000	0.0000	2.0000	
924	0.4100	0.0000	0.0000	2.0000	
925	0.4100	0.0000	0.0000	2.0000	
926	0.4100	0.0000	0.0000	2.0000	
927	0.4100	0.0000	0.0000	2.0000	
928	0.4100	0.0000	0.0000	2.0000	
929	0.4100	0.0000	0.0000	2.0000	
930	0.4100	0.0000	0.0000	2.0000	
931	0.4100	0.0000	0.0000	2.0000	
932	0.4100	0.0000	0.0000	2.0000	
933	0.4100	0.0000	0.0000	2.0000	
934	0.4100	0.0000	0.0000	2.0000	
935	0.4100	0.0000	0.0000	2.0000	
936	0.4100	0.0000	0.0000	2.0000	
937	0.4100	0.0000	0.0000	2.0000	
938	0.4100	0.0000	0.0000	2.0000	
939	0.4100	0.0000	0.0000	2.0000	
940	0.4100	0.0000	0.0000	2.0000	
941	0.4100	0.0000	0.0000	2.0000	
942	0.4100	0.0000	0.0000	2.0000	
943	0.4100	0.0000	0.0000	2.0000	
944	0.4100	0.0000	0.0000	2.0000	
945	0.4100	0.0000	0.0000	2.0000	
946	0.4100	0.0000	0.0000	2.0000	
947	0.4100	0.0000	0.0000	2.0000	
948	0.4100	0.0000	0.0000	2.0000	
949	0.4100	0.0000	0.0000	2.0000	
950	0.4100	0.0000	0.0000	2.0000	
951	0.4100	0.0000	0.0000	2.0000	
952	0.4100	0.0000	0.0000	2.0000	
953	0.4100	0.0000	0.0000	2.0000	
954	0.4100	0.0000	0.0000	2.0000	
955	0.4100	0.0000	0.0000	2.0000	
956	0.4100	0.0000	0.0000	2.0000	
957	0.4100	0.0000	0.0000	2.0000	
958	0.4100	0.0000	0.0000	2.0000	
959	0.4100	0.0000	0.0000	2.0000	
960	0.4100	0.0000	0.0000	2.0000	
961	0.4100	0.0000	0.0000	2.0000	
962	0.4100	0.0000	0.0000	2.0000	
963	0.4100	0.0000	0.0000	2.0000	
964	0.4100	0.0000	0.0000	2.0000	
965	0.4100	0.0000	0.0000	2.0000	
966	0.4100	0.0000	0.0000	2.0000	
967	0.4100	0.0000	0.0000	2.0000	
968	0.4100	0.0000	0.0000	2.0000	
969	0.4100	0.0000	0.0000	2.0000	
970	0.4100	0.0000	0.0000	2.0000	
971	0.4100	0.0000	0.0000	2.0000	
972	0.4100	0.0000	0.0000	2.0000	
973	0.4100	0.0000	0.0000	2.0000	
974	0.4100	0.0000	0.0000	2.0000	
975	0.4100	0.0000	0.0000	2.0000	
976	0.4100	0.0000	0.0000	2.0000	
977	0.4100	0.0000	0.0000	2.0000	
978	0.4100	0.0000	0.0000	2.0000	
979	0.4100	0.0000	0.0000	2.0000	
980	0.4100	0.0000	0.0000	2.0000	
981	0.4100	0.0000	0.0000	2.0000	
982	0.4100	0.0000	0.0000	2.0000	
983	0.4100	0.0000	0.0000	2.0000	
984	0.4100	0.0000	0.0000	2.0000	
985	0.4100	0.0000	0.0000	2.0000	
986	0.4100	0.0000	0.0000	2.0000	
987	0.4100	0.0000	0.0000	2.0000	
988	0.4100	0.0000	0.0000	2.0000	
989	0.4100	0.0000	0.0000	2.0000	
990	0.4100	0.0000	0.0000	2.0000	
991	0.4100	0.0000	0.0000	2.0000	
992	0.4100	0.0000	0.0000	2.0000	
993	0.4100	0.0000	0.0000	2.0000	
994	0.4100	0.0000	0.0000	2.0000	
995	0.4100	0.0000	0.0000	2.0000	
996	0.4100	0.0000	0.0000	2.0000	
997	0.4100	0.0000	0.0000	2.0000	
998	0.4100	0.0000	0.0000	2.0000	
999	0.4100	0.0000	0.0000	2.0000	
1000	0.4100	0.0000	0.0000	2.0000	
1001	0.4100	0.0000	0.0000	2.0000	
1002	0.4100	0.0000	0.0000	2.0000	
1003	0.4100	0.0000	0.0000	2.0000	
1004	0.4100	0.0000	0.0000	2.0000	
1005	0.4100	0.0000	0.0000	2.0000	
1006	0.4100	0.0000	0.0000	2.0000	
1007	0.4100	0.0000	0.0000	2.0000	
1008	0.4100	0.0000	0.0000	2.0000	
1009	0.4100	0.0000	0.0000	2.0000	
1010	0.4100	0.0000	0.0000	2.0000	
1011	0.4100	0.0000	0.0000	2.0000	
1012	0.4100	0.0000	0.0000	2.0000	
1013	0.4100	0.0000	0.0000	2.0000	
1014	0.4100	0.0000	0.0000	2.0000	
1015	0.4100	0.0000	0.0000	2.0000	
1016	0.4100	0.0000	0.0000	2.0000	
1017	0.4100	0.0000	0.0000	2.0000	
1018	0.4100	0.0000	0.0000	2.0000	
1019	0.4100	0.0000	0.0000	2.0000	
1020	0.4100	0.0000	0.0000	2.0000	
1021	0.4100	0.0000	0.0000	2.0000	
1022	0.4100	0.0000	0.0000	2.0000	
1023	0.4100	0.0000	0.0000	2.0000	
1024	0.4100	0.0000	0.0000	2.0000	
1025	0.4100	0.0000	0.0000	2.0000	
1026	0.4100	0.0000	0.0000	2.0000	
1027	0.4100	0.0000	0.0000	2.0000	
1028	0.4100	0.0000	0.0000	2.0000	
1029	0.4100	0.0000	0.0000	2.0000	
1030	0.4100	0.0000	0.0000	2.0000	
1031	0.4100	0.0000	0.0000	2.0000	
1032	0.4100	0.0000	0.0000	2.0000	
1033	0.4100	0.0000	0.0000	2.0000	
1034	0.4100	0.0000	0.0000	2.0000	
1035	0.4100	0.0000	0.0000	2.0000	
1036	0.4100	0.0000	0.0000	2.0000	
1037	0.4100	0.0000	0.0000	2.0000	
1038	0.4100	0.0000	0.0000	2.0000	
1039	0.4100	0.0000	0.0000	2.0000	
1040	0.4100	0.0000	0.0000	2.0000	
1041	0.4100	0.0000	0.0000	2.0000	
1042	0.4100	0.0000	0.0000	2.0000	
1043	0.4100	0.0000	0.0000	2.0000	
1044	0.4100	0.0000	0.0000	2.0000	
1045	0.4100	0.0000	0.0000	2.0000	
1046	0.4100	0.0000	0.0000	2.0000	
1047	0.4100	0.0000	0.0000	2.0000	
1048	0.4100	0.0000	0.0000	2.0000	
1049	0.4100	0.0000	0.0000	2.0000	
1050	0.4100	0.0000	0.0000	2.0000	
1051	0.4100	0.0000	0.0000	2.0000	
1052	0.4100	0.0000	0.0000	2.0000	
1053	0.4100	0.0000	0.0000	2.0000	
1054	0.4100	0.0000	0.0000	2.0000	
1055	0.4100	0.0000	0.0000	2.0000	
1056	0.4100	0.0000	0.0000	2.0000	
1057	0.4100	0.0000	0.0000	2.0000	
1058	0.4100	0.0000	0.0000	2.0000	
1059	0.4100	0.0000	0.0000	2.0000	
1060	0.4100	0.0000	0.0000	2.0000	
1061	0.4100	0.0000	0.0000	2.0000	
1062	0.4100	0.0000	0.0000	2.0000	
1063	0.4100	0.0000	0.0000	2.0000	
1064	0.4100	0.0000	0.0000	2.0000	
1065	0.4100	0.0000	0.0000	2.0000	
1066	0.4100	0.0000	0.0000	2.0000	
1067	0.4100	0.0000	0.0000	2.0000	
1068	0.4100	0.0000	0.0000	2.0000	
1069	0.4100	0.0000	0.0000	2.0000	
1070	0.4100	0.0000	0.0000	2.0000	
1071	0.4100	0.0000	0.0000	2.0000	
1072	0.4100	0.0000	0.0000	2.0000	
1073	0.4100	0.0000	0.0000	2.0000	
1074	0.4100	0.0000	0.0000	2.0000	
1075	0.4100	0.0000	0.0000	2.0000	
1076	0.4100	0.0000	0.0000	2.0000	
1077	0.4100	0.0000	0.0000	2.0000	
1078	0.4100	0.0000	0.0000	2.0000	
1079	0.4100	0.0000	0.0000	2.0000	
1080	0.4100	0.0000	0.0000	2.0000	
1081	0.4100	0.0000	0.0000	2.0000	
1082	0.4100	0.0000	0.0000	2.0000	
1083	0.4100	0.0000	0.0000	2.0000	
1084	0.4100	0.0000	0.0000	2.0000	
1085	0.4100	0.0000	0.0000	2.0000	
1086	0.4100	0.0000	0.0000	2.0000	
1087	0.4100	0.0000	0.0000	2.0000	
1088	0.4100	0.0000	0.0000	2.0000	
1089	0.4100	0.0000	0.0000	2.0000	
1090	0.4100	0.0000	0.0000	2.0000	
1091	0.4100	0.0000	0.0000	2.0000	
1092	0.4100	0.0000	0.0000	2.0000	
1093	0.4100	0.0000	0.0000	2.0000	
1094	0.4100	0.0000	0.0000	2.0000	
1095	0.4100	0.0000	0.0000	2.0000	
1096	0.4100	0.0000	0.0000	2.0000	
1097	0.4100	0.0000	0.0000	2.0000	
1098	0.4100	0.0000	0.0000	2.0000	
1099	0.4100	0.0000	0.0000	2.0000	
1100	0.4100	0.0000	0.0000	2.0000	
1101	0.4100	0.0000	0.0000	2.0000	
1102	0.4100	0.0000	0.0000	2.0000	
1103	0.4100	0.0000	0.0000	2.0000	
1104	0.4100	0.0000	0.0000	2.0000	
1105	0.4100	0.0000	0.0000	2.0000	
1106	0.4100	0.0000	0.0000	2.0000	
1107	0.4100	0.0000	0.0000	2.0000	
1108	0.4100	0.0000	0.0000	2.0000	
1109	0.4100	0.0000	0.0000	2.0000	
1110	0.4100	0.0000	0.0000	2.0000	
1111	0.4100	0.0000	0.0000	2.0000	
1112	0.4100	0.0000	0.0000	2.0000	
1113	0.4100	0.0000	0.0000	2.0000	
1114	0.4100	0.0000	0.0000	2.0000	
1115	0.4100	0.0000	0.0000	2.0000	
1116	0.4100	0.0000	0.0000	2.0000	
1117	0.4100	0.0000	0.0000	2.0000	
1118	0.4100	0.0000	0.0000	2.0000	
1119	0.4100	0.0000	0.0000	2.0000	
1120	0.4100	0.0000	0.0000	2.0000	
1121	0.4100	0.0000	0.0000	2.0000	
1122	0.4100	0.0000	0.0000	2.0000	
1123	0.4100	0.0000	0.0000	2.0000	
1124	0.4100	0.0000	0.0000	2.0000	
1125	0.4100	0.0000	0.0000	2.0000	
1126	0.4100	0.0000	0.0000	2.0000	
1127	0.4100	0.0000	0.0000	2.0000	
1128	0.4100	0.0000	0.0000	2.0000	
1129	0.4100	0.0000	0.0000	2.0000	
1130	0.4100	0.0000	0.0000	2.0000	
1131	0.4100	0.0000	0.0000	2.0000	
1132	0.4100	0.0000	0.0000	2.0000	
1133	0.4100	0.0000	0.0000	2.0000	
1134	0.4100	0.0000	0.0000	2.0000	
1135	0.4100	0.0000	0.0000	2.0000	
1136	0.4100	0.0000	0.0000	2.0000	
1137	0.4100	0.0000	0.0000	2.0000	
1138	0.4100	0.0000	0.0000	2.0000	
1139	0.4100	0.0000	0.0000	2.0000	
1140	0.4100	0.0000	0.0000	2.0000	
1141	0.4100	0.0000	0.0000	2.0000	
1142	0.4100	0.0000	0.0000	2.0000	
1143	0.4100	0.0000	0.0000	2.0000	
1144	0.4100	0.0000	0.0000	2.0000	
1145	0.4100	0.0000	0.0000	2.0000	
1146	0.4100	0.0000	0.0000	2.0000	
1147	0.4100	0.0000	0.0000	2.0000	
1148	0.4100	0.0000	0.0000	2.0000	
1149	0.4100	0.0000	0.0000	2.0000	
1150	0.4100	0.0000	0.0000	2.0000	
1151	0.4100	0.0000	0.0000	2.0000	
1152	0.4100	0.0000	0.0000	2.0000	
1153	0.4100	0.0000	0.0000	2.0000	
1154	0.4100	0.0000	0.0000	2.0000	
1155	0.4100	0.0000	0.0000	2.0000	
1156	0.4100	0.0000	0.0000	2.0000	
1157	0.4100	0.0000	0.0000	2.0000	
1158	0.4100	0.0000	0.0000	2.0000	
1159	0.4100	0.0000	0.0000	2.0000	
1160	0.4100	0.0000	0.0000	2.0000	
1161	0.4100	0.0000	0.0000	2.0000	
1162	0.4100	0.0000	0.0000	2.0000	
1163	0.4100	0.0000	0.0000	2.0000	
1164	0.4100	0.0000	0.0000	2.0000	
1165	0.4100	0.0000	0.0000	2.0000	
1166	0.4100	0.0000	0.0000	2.0000	
1167	0.4100	0.0000	0.0000	2.0000	
1168	0.4100	0.0000	0.0000	2.0000	
1169	0.4100	0.0000	0.0000	2.0000	
1170	0.4100	0.0000	0.0000	2.0000	
1171	0.4100	0.0000	0.0000	2.0000	
1172	0.4100	0.0000	0.0000	2.0000	
1173	0.4100	0.0000	0.0000	2.0000	
1174	0.4100	0.0000	0.0000	2.0000	
1175	0.4100	0.0000	0.0000	2.0000	
1176	0.4100	0.0000	0.0000	2.0000	
1177	0.4100	0.0000	0.0000	2.0000	
1178	0.4100	0.0000	0.0000	2.0000	
1179	0.4100	0.0000	0.0000	2.0000	
1180	0.4100	0.0000	0.0000	2.0000	
1181	0.4100	0.0000	0.0000	2.0000	
1182	0.4100	0.0000	0.0000	2.0000	
1183	0.4100	0.0000	0.0000	2.0000	
1184	0.4100	0.0000	0.0000	2.0000	
1185	0.4100	0.0000	0.0000	2.0000	
1186	0.4100	0.0000	0.0000	2.0000	
1187	0.4100	0.0000	0.0000	2.0000	
1188	0.4100	0.0000	0.0000	2.0000	
1189	0.4100	0.0000	0.0000	2.0000	
1190	0.4100	0.0000	0.0000	2.0000	
1191	0.4100	0.0000	0.0000	2.0000	
1192	0.4100	0.0000	0.0000	2.0000	
1193	0.4100	0.0000	0.0000	2.0000	
1194	0.4100	0.0000	0.0000	2.0000	
1195	0.4100	0.0000	0.0000	2.0000	
1196	0.4100	0.0000	0.0000	2.0000	
1197	0.4100	0.0000	0.0000	2.0000	
1198	0.4100	0.0000	0.0000	2.0000	
1199	0.4100	0.0000	0.0000	2.0000	
1200	0.4100	0.0000	0.0000	2.0000	
1201	0.4100	0.0000	0.0000	2.0000	
1202	0.7900	0.0000	0.0000	2.0000	
