INPUT/12	CORRECT/11	TRAIN/1

# some data, do not really know from where, but it looks
# difficult to learn.


# Epoch 1: 528 vectors
0.15083	0.54119	0.43572	0.67531	0.48388	0.66033	0.46277	0.55213	0.41614	0.4219	1	0	1	0	0	0	0	0	0	0	0	0	0	1
0.18077	0.54888	0.43341	0.63451	0.47458	0.69048	0.46517	0.55026	0.44042	0.45318	1	0	0	1	0	0	0	0	0	0	0	0	0	1
0.29658	0.5881	0.34878	0.51449	0.43217	0.65363	0.44445	0.56662	0.42238	0.4953	1	0	0	0	1	0	0	0	0	0	0	0	0	1
0.28056	0.67826	0.35627	0.59973	0.39897	0.60446	0.4456	0.52316	0.49127	0.42372	1	0	0	0	0	1	0	0	0	0	0	0	0	1
0.25072	0.69098	0.41883	0.60465	0.34331	0.57529	0.53883	0.48561	0.5273	0.46201	1	0	0	0	0	0	1	0	0	0	0	0	0	1
0.22635	0.68861	0.42756	0.5813	0.34763	0.58426	0.52139	0.4764	0.52346	0.46498	1	0	0	0	0	0	0	1	0	0	0	0	0	1
0.1659	0.74872	0.45846	0.60327	0.30858	0.58889	0.53173	0.54435	0.53715	0.46488	1	0	0	0	0	0	0	0	1	0	0	0	0	1
0.12186	0.72714	0.51222	0.67452	0.32585	0.55844	0.45826	0.59776	0.55666	0.47112	1	0	0	0	0	0	0	0	0	1	0	0	0	1
0.12963	0.70852	0.4099	0.5678	0.43524	0.66545	0.45088	0.59145	0.48398	0.45836	1	0	0	0	0	0	0	0	0	0	1	0	0	1
0.14997	0.67856	0.36778	0.6555	0.50641	0.6554	0.45529	0.56918	0.50591	0.41979	1	0	0	0	0	0	0	0	0	0	0	1	0	1
0.20908	0.67137	0.39052	0.57263	0.41998	0.63658	0.44483	0.56691	0.49828	0.42103	1	0	0	0	0	0	0	0	0	0	0	0	1	1
0.14949	0.53676	0.44243	0.66802	0.4787	0.67393	0.46613	0.55292	0.42353	0.42199	1	0	1	0	0	0	0	0	0	0	0	0	0	1
0.18941	0.54297	0.41748	0.63431	0.47592	0.68871	0.4621	0.57401	0.42574	0.46863	1	0	0	1	0	0	0	0	0	0	0	0	0	1
0.29514	0.59401	0.34341	0.51193	0.43245	0.65767	0.43975	0.57026	0.41336	0.49741	1	0	0	0	1	0	0	0	0	0	0	0	0	1
0.27893	0.6758	0.3555	0.59667	0.40779	0.57943	0.47179	0.49981	0.51173	0.42708	1	0	0	0	0	1	0	0	0	0	0	0	0	1
0.25628	0.71128	0.40175	0.59194	0.34965	0.60091	0.51853	0.49549	0.53045	0.43927	1	0	0	0	0	0	1	0	0	0	0	0	0	1
0.22884	0.69738	0.42919	0.57893	0.33986	0.59253	0.52415	0.47534	0.52523	0.45606	1	0	0	0	0	0	0	1	0	0	0	0	0	1
0.1563	0.73394	0.46565	0.61451	0.31261	0.5612	0.53341	0.53498	0.5409	0.47515	1	0	0	0	0	0	0	0	1	0	0	0	0	1
0.1209	0.72172	0.51252	0.67462	0.31712	0.55588	0.45855	0.60298	0.55893	0.47189	1	0	0	0	0	0	0	0	0	1	0	0	0	1
0.13702	0.69452	0.38486	0.55972	0.43763	0.64821	0.48715	0.55203	0.53863	0.44435	1	0	0	0	0	0	0	0	0	0	1	0	0	1
0.14757	0.67846	0.36519	0.65974	0.50434	0.65491	0.45654	0.57342	0.49367	0.42967	1	0	0	0	0	0	0	0	0	0	0	1	0	1
0.21733	0.6625	0.38803	0.57765	0.41278	0.62811	0.44608	0.58889	0.49329	0.41921	1	0	0	0	0	0	0	0	0	0	0	0	1	1
0.14834	0.53321	0.4385	0.67649	0.48139	0.66614	0.46556	0.55617	0.43514	0.41931	1	0	1	0	0	0	0	0	0	0	0	0	0	1
0.19632	0.54021	0.40683	0.61894	0.47141	0.6893	0.47937	0.57125	0.45279	0.45922	1	0	0	1	0	0	0	0	0	0	0	0	0	1
0.29802	0.60199	0.33641	0.52277	0.44646	0.65314	0.43773	0.56997	0.41796	0.48551	1	0	0	0	1	0	0	0	0	0	0	0	0	1
0.27816	0.67206	0.35512	0.60042	0.40501	0.59273	0.45318	0.5205	0.50325	0.41873	1	0	0	0	0	1	0	0	0	0	0	0	0	1
0.24717	0.71157	0.39167	0.58977	0.365	0.60791	0.49319	0.51163	0.5137	0.43428	1	0	0	0	0	0	1	0	0	0	0	0	0	1
0.22299	0.70999	0.42036	0.56721	0.35061	0.58061	0.54415	0.46335	0.5204	0.46143	1	0	0	0	0	0	0	1	0	0	0	0	0	1
0.15122	0.72172	0.4622	0.59973	0.33756	0.51153	0.56553	0.52769	0.5338	0.49971	1	0	0	0	0	0	0	0	1	0	0	0	0	1
0.11754	0.72911	0.51005	0.66092	0.30676	0.55676	0.467	0.59884	0.55578	0.47649	1	0	0	0	0	0	0	0	0	1	0	0	0	1
0.14383	0.67895	0.38764	0.56376	0.42641	0.66733	0.46671	0.59066	0.51567	0.46556	1	0	0	0	0	0	0	0	0	0	1	0	0	1
0.14114	0.68053	0.36721	0.65639	0.50483	0.66181	0.45049	0.56967	0.48379	0.44992	1	0	0	0	0	0	0	0	0	0	0	1	0	1
0.22568	0.66033	0.39062	0.57578	0.40904	0.63698	0.44166	0.59421	0.48043	0.43025	1	0	0	0	0	0	0	0	0	0	0	0	1	1
0.15227	0.53006	0.43207	0.67324	0.48139	0.66506	0.47381	0.55528	0.44464	0.41912	1	0	1	0	0	0	0	0	0	0	0	0	0	1
0.2062	0.53459	0.39724	0.60456	0.46594	0.6961	0.47985	0.57844	0.46565	0.47131	1	0	0	1	0	0	0	0	0	0	0	0	0	1
0.30033	0.60347	0.3294	0.5405	0.4503	0.64387	0.44473	0.57243	0.41691	0.4835	1	0	0	0	1	0	0	0	0	0	0	0	0	1
0.28037	0.68181	0.34495	0.59726	0.41595	0.60288	0.44733	0.51932	0.49329	0.4219	1	0	0	0	0	1	0	0	0	0	0	0	0	1
0.23863	0.70369	0.39043	0.59096	0.38899	0.6153	0.47352	0.51695	0.49923	0.43773	1	0	0	0	0	0	1	0	0	0	0	0	0	1
0.21071	0.71995	0.41374	0.55657	0.37229	0.55381	0.56011	0.45663	0.50345	0.48503	1	0	0	0	0	0	0	1	0	0	0	0	0	1
0.15851	0.7095	0.4573	0.60377	0.33065	0.53439	0.55381	0.53163	0.54366	0.48868	1	0	0	0	0	0	0	0	1	0	0	0	0	1
0.1091	0.72478	0.51498	0.65333	0.34523	0.49549	0.52188	0.52483	0.57637	0.51232	1	0	0	0	0	0	0	0	0	1	0	0	0	1
0.15285	0.6553	0.39062	0.56888	0.4289	0.66092	0.46287	0.60702	0.52316	0.46277	1	0	0	0	0	0	0	0	0	0	1	0	0	1
0.14623	0.6758	0.34715	0.65796	0.51212	0.64033	0.47841	0.54346	0.5203	0.43149	1	0	0	0	0	0	0	0	0	0	0	1	0	1
0.24189	0.66279	0.37901	0.56642	0.40751	0.64279	0.4431	0.59904	0.47093	0.44809	1	0	0	0	0	0	0	0	0	0	0	0	1	1
0.15525	0.52858	0.42497	0.66821	0.48321	0.66378	0.48686	0.54858	0.45279	0.41115	1	0	1	0	0	0	0	0	0	0	0	0	0	1
0.20773	0.53814	0.38822	0.59263	0.46297	0.69492	0.48216	0.57992	0.4622	0.481	1	0	0	1	0	0	0	0	0	0	0	0	0	1
0.28363	0.58889	0.33468	0.54474	0.44972	0.64318	0.44109	0.57499	0.41509	0.48868	1	0	0	0	1	0	0	0	0	0	0	0	0	1
0.27941	0.68211	0.33737	0.60495	0.41739	0.60318	0.44176	0.53085	0.47573	0.42718	1	0	0	0	0	1	0	0	0	0	0	0	0	1
0.22069	0.68999	0.39148	0.58859	0.41259	0.60948	0.48004	0.49549	0.49722	0.44828	1	0	0	0	0	0	1	0	0	0	0	0	0	1
0.20361	0.73049	0.40664	0.54563	0.38784	0.55351	0.55893	0.45682	0.49233	0.49626	1	0	0	0	0	0	0	1	0	0	0	0	0	1
0.16811	0.70556	0.44291	0.59234	0.32336	0.55913	0.54504	0.53942	0.54661	0.47976	1	0	0	0	0	0	0	0	1	0	0	0	0	1
0.09624	0.74113	0.50483	0.63116	0.29966	0.55765	0.4952	0.58081	0.55972	0.47103	1	0	0	0	0	0	0	0	0	1	0	0	0	1
