INPUT/2				TARGET/1 TRAIN/1

# target is 1 if the product of the inputs is > 0.42.
# note: negative inputs are used.

0.652350	0.194609	0	1
-0.424132	-0.824693	0	1
0.718589	0.808610	1	1
-0.572607	-0.241962	0	1
-0.647020	0.087082	0	1
-0.213824	0.280510	0	1
-0.506014	0.361845	0	1
0.772280	0.662338	1	1
0.489831	0.796322	0	1
-0.780014	-0.835551	1	1
0.227136	-0.293097	0	1
0.097041	-0.282989	0	1
-0.550890	0.798127	0	1
-0.229847	-0.789520	0	1
0.899838	0.822312	1	1
-0.786327	-0.974590	1	1
-0.480780	0.111194	0	1
0.648255	-0.064632	0	1
-0.250061	0.439075	0	1
0.507530	-0.137406	0	1
-0.897893	0.064915	0	1
0.193058	-0.893171	0	1
0.900290	-0.842958	0	1
-0.915228	-0.099166	0	1
0.892001	0.190107	0	1
0.196142	-0.423779	0	1
-0.968590	-0.436160	1	1
-0.028823	0.608176	0	1
-0.204641	0.371965	0	1
0.225330	-0.858702	0	1
-0.182390	-0.306033	0	1
0.786865	0.309962	0	1
-0.653915	0.525356	0	1
0.224625	0.311057	0	1
0.727585	-0.955140	0	1
0.109031	0.303838	0	1
0.521890	0.510263	0	1
0.958935	0.983234	1	1
0.931582	0.215088	0	1
0.406179	-0.548774	0	1
-0.119830	-0.135426	0	1
-0.165174	0.548823	0	1
0.280772	0.788576	0	1
0.863846	-0.475988	0	1
0.136430	-0.805800	0	1
0.959555	0.647702	1	1
-0.668576	-0.954771	1	1
0.913264	-0.838063	0	1
0.444515	0.108620	0	1
0.829427	0.319678	0	1
0.721438	-0.786515	0	1
-0.227665	-0.814112	0	1
0.568973	-0.189938	0	1
0.861271	0.684401	1	1
-0.345368	0.299106	0	1
-0.697199	0.025992	0	1
0.492064	0.405787	0	1
-0.194190	0.130015	0	1
-0.499708	0.574501	0	1
0.147644	-0.421830	0	1
0.466530	0.187831	0	1
0.921650	0.348730	0	1
-0.915173	0.576870	0	1
-0.458392	0.280521	0	1
0.013676	-0.758767	0	1
0.217268	-0.081077	0	1
-0.339189	0.976888	0	1
-0.953094	0.161766	0	1
0.313602	-0.203421	0	1
0.319113	0.637157	0	1
0.942094	0.130951	0	1
-0.665820	-0.303130	0	1
-0.058041	-0.077871	0	1
0.880802	-0.095217	0	1
-0.117704	0.562657	0	1
0.906694	-0.124509	0	1
0.828127	-0.123559	0	1
-0.604668	-0.709579	1	1
-0.533617	0.851457	0	1
-0.870670	0.803771	0	1
0.303507	0.069312	0	1
0.849267	0.769612	1	1
0.345628	0.214691	0	1
-0.930009	0.410841	0	1
0.204972	-0.924959	0	1
-0.396239	0.159574	0	1
0.125708	0.898326	0	1
-0.038407	-0.626687	0	1
0.981303	-0.453432	0	1
0.643398	0.277119	0	1
-0.049026	-0.586492	0	1
-0.809192	0.020609	0	1
-0.933171	0.534649	0	1
-0.489843	0.043644	0	1
-0.431530	0.093231	0	1
0.281034	-0.088671	0	1
0.007040	0.695964	0	1
0.099039	-0.729965	0	1
-0.246598	-0.898309	0	1
-0.251314	0.992209	0	1
-0.965883	-0.683745	1	1
-0.270772	-0.249636	0	1
0.665851	0.894779	1	1
-0.503351	0.308644	0	1
0.479274	-0.736200	0	1
-0.897153	-0.295104	0	1
-0.393274	-0.288060	0	1
-0.578023	-0.513285	0	1
-0.743856	-0.536188	0	1
-0.765568	-0.710362	1	1
-0.992620	0.196194	0	1
-0.791468	-0.538725	1	1
-0.269082	-0.386029	0	1
-0.924475	0.649073	0	1
-0.050236	0.362206	0	1
0.452573	0.188845	0	1
0.696688	-0.587586	0	1
-0.430077	0.661425	0	1
-0.092866	0.318782	0	1
-0.691093	-0.324550	0	1
-0.796418	-0.300689	0	1
0.174046	-0.683278	0	1
-0.397944	0.944314	0	1
-0.791265	0.163577	0	1
-0.325173	-0.330053	0	1
-0.805905	-0.161399	0	1
-0.505855	0.757691	0	1
-0.457259	0.700504	0	1
0.984187	-0.963039	0	1
-0.184958	-0.489418	0	1
-0.130289	-0.958722	0	1
-0.938382	-0.774349	1	1
-0.432465	-0.092607	0	1
0.078815	-0.812279	0	1
0.652376	-0.837821	0	1
0.505312	-0.526732	0	1
-0.972845	0.149722	0	1
-0.666564	0.434761	0	1
0.705779	0.761226	1	1
0.312450	0.394149	0	1
-0.334044	0.271548	0	1
-0.392678	-0.540567	0	1
-0.287341	0.730998	0	1
-0.413330	0.377029	0	1
-0.232256	-0.797295	0	1
0.498141	0.881630	1	1
0.453701	-0.939508	0	1
